set_label,set_number,set_stage,set_mutator,patch,trait_api_name,trait_name,breakpoints,desc_resolved,desc_raw,effects_json
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_2XContender,2X Contender,1,"Vi, Ahri, Darius, Yasuo, Jinx, Braum, and Ekko gain @Amp*100@% Damage Amp and @DR*100@% Durability for each unique copy fielded. This unit gains @Percent*100@% more.","Vi, Ahri, Darius, Yasuo, Jinx, Braum, and Ekko gain @Amp*100@% Damage Amp and @DR*100@% Durability for each unique copy fielded. This unit gains @Percent*100@% more.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""Amp"": 0.05000000074505806, ""DR"": 0.029999999329447746, ""percent"": 0.75}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_2XKO,2XKO,1,"After two takedowns, stun enemies within 2 hexes for @StunDuration@ seconds and gain @DamageAmp*100@% Damage Amp for the rest of combat.","After two takedowns, stun enemies within 2 hexes for @StunDuration@ seconds and gain @DamageAmp*100@% Damage Amp for the rest of combat.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""DamageAmp"": 0.3499999940395355, ""StunDuration"": 2.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_WellRounded,404 Power Up,1,"Gain @Stats@% Attack Damage, Ability Power, Damage Amp, and @Stats@ Armor and Magic Resistance.How did you find this?","Gain @Stats@% Attack Damage, Ability Power, Damage Amp, and @Stats@ Armor and Magic Resistance.<br><br><rules>How did you find this?</rules>","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""Stats"": 8.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_AdaptiveSkin,Adaptive Skin,1,"When taking damage, gain @TFTTrait.TFT15_MechanicTrait_AdaptiveSkin.1:ResistsPerDamageInstancePhysical@ Armor or @TFTTrait.TFT15_MechanicTrait_AdaptiveSkin.1:ResistsPerDamageInstanceMagic@ Magic Resistance based on the damage type, up to @TFTTrait.TFT15_MechanicTrait_AdaptiveSkin.1:TotalResists@ total resists.","When taking damage, gain @TFTTrait.TFT15_MechanicTrait_AdaptiveSkin.1:ResistsPerDamageInstancePhysical@ Armor or @TFTTrait.TFT15_MechanicTrait_AdaptiveSkin.1:ResistsPerDamageInstanceMagic@ Magic Resistance based on the damage type, up to @TFTTrait.TFT15_MechanicTrait_AdaptiveSkin.1:TotalResists@ total resists.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""ResistsPerDamageInstanceMagic"": 10.0, ""ResistsPerDamageInstancePhysical"": 3.0, ""TotalResists"": 80.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_AllOut,All Out,1,"At combat start go ALL OUT, gaining @Durability*100@% Damage Reduction and @AD*100@% Attack Damage. Health no longer decays while ALL OUT.","At combat start go ALL OUT, gaining @Durability*100@% Damage Reduction and @AD*100@% Attack Damage. Health no longer decays while ALL OUT.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""AD"": 0.6000000238418579, ""Durability"": 0.20000000298023224}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Annihilation,Annihilation,1,"Gain @BaseDA@% Damage Amp, increased to @IncreasedDA@% Damage Amp after the first takedown each combat.","Gain @BaseDA@% Damage Amp, increased to @IncreasedDA@% Damage Amp after the first takedown each combat.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""BaseDA"": 12.0, ""IncreasedDA"": 28.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_ArtisticKO,Artistic KO,1,Every 4th attack deals @IncreasedDamage*100@% more damage. Overkill damage bounces to the nearest enemy.,Every 4th attack deals @IncreasedDamage*100@% more damage. Overkill damage bounces to the nearest enemy.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""IncreasedDamage"": 0.3499999940395355, ""NumEnemies"": 1}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Rogue,Assassinate,1|2,(@TFTTrait.TFT15_MechanicTrait_Rogue.1:MinUnits@) Combat Start: Jump into the enemy's backline and deal @ReducedDamage*100@% less damage for the first @Duration@ seconds of combat.(@TFTTrait.TFT15_MechanicTrait_Rogue.2:MinUnits@) Both champions jump.,<row>(@TFTTrait.TFT15_MechanicTrait_Rogue.1:MinUnits@) Combat Start: Jump into the enemy's backline and deal @ReducedDamage*100@% less damage for the first @Duration@ seconds of combat.</row><br><row>(@TFTTrait.TFT15_MechanicTrait_Rogue.2:MinUnits@) Both champions jump.</row>,"[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 4, ""variables"": {""Duration"": 8, ""ReducedDamage"": 0.20000000298023224}}, {""maxUnits"": 25000, ""minUnits"": 2, ""style"": 1, ""variables"": {""Duration"": 8.0, ""ReducedDamage"": 0.15000000596046448}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Atomic,Atomic,1,"Store @PercentMaxHealthInitial@% max Health at combat start and @PercentMaxHealthPerSecond@% more every second. On death, deal the stored Health as magic damage in a large radius.","Store @PercentMaxHealthInitial@% max Health at combat start and @PercentMaxHealthPerSecond@% more every second. On death, deal the stored Health as magic damage in a large radius.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""PercentMaxHealthInitial"": 10.0, ""PercentMaxHealthPerSecond"": 2.0, ""{b2f29c6b}"": 15.0, ""{e29ace6a}"": 1.75, ""{ebd239ac}"": 4.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_AttackExpert,Attack Expert,1,Gain @BaseAD*100@% Attack Damage. All other sources of Attack Damage give @TFTTrait.TFT15_MechanicTrait_AttackExpert.1:PctBonusAD@% more.,Gain @BaseAD*100@% Attack Damage. All other sources of Attack Damage give @TFTTrait.TFT15_MechanicTrait_AttackExpert.1:PctBonusAD@% more.,"[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 1, ""variables"": {""BaseAD"": 0.05000000074505806, ""PctBonusAD"": 35.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Attempt37,Attempt #37,1,"Ekko's spell prioritizes the closest enemy, but he heals @HealPercent*100@% Max Health on cast and deals @BonusDamagePerAttack*100@% more magic damage each time his spell hits the target.","Ekko's spell prioritizes the closest enemy, but he heals @HealPercent*100@% Max Health on cast and deals @BonusDamagePerAttack*100@% more magic damage each time his spell hits the target.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""BonusDamagePerAttack"": 0.05999999865889549, ""HealPercent"": 0.20000000298023224}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_Bastion,Bastion,2|4|6,"Your team gains @TeamwideResists@ Armor and Magic Resist.Bastions gain more, and the value doubles in the first @Duration@ seconds of combat.(@MinUnits@) @BonusArmor@ (scaleArmor)(scaleMR)(@MinUnits@) @BonusArmor@ (scaleArmor)(scaleMR)(@MinUnits@) @BonusArmor@ (scaleArmor)(scaleMR); Non-Bastions gain an additional @EnhancedTeamwideArmor@ (scaleArmor)(scaleMR).","Your team gains @TeamwideResists@ Armor and Magic Resist.<br><br>Bastions gain more, and the value doubles in the first @Duration@ seconds of combat.<br><br><row>(@MinUnits@) @BonusArmor@ %i:scaleArmor%%i:scaleMR%</row><br><row>(@MinUnits@) @BonusArmor@ %i:scaleArmor%%i:scaleMR%</row><br><row>(@MinUnits@) @BonusArmor@ %i:scaleArmor%%i:scaleMR%; Non-Bastions gain an additional @EnhancedTeamwideArmor@ %i:scaleArmor%%i:scaleMR%.</row>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusArmor"": 18.0, ""BonusMR"": 18.0, ""Duration"": 10.0, ""EnhancedTeamwideArmor"": 25.0, ""StatMultiplier"": 2.0, ""TeamwideResists"": 10.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""BonusArmor"": 40.0, ""BonusMR"": 40.0, ""Duration"": 10.0, ""EnhancedTeamwideArmor"": 25.0, ""StatMultiplier"": 2.0, ""TeamwideResists"": 10.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 5, ""variables"": {""BonusArmor"": 75.0, ""BonusMR"": 75.0, ""Duration"": 10.0, ""EnhancedTeamwideArmor"": 25.0, ""StatMultiplier"": 2.0, ""TeamwideResists"": 10.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_BattleAcademia,Battle Academia,3|5|7|7,"Battle Academia champions upgrade their abilities and gain Potential (set14AmpIcon). Potential improves their abilities. Prismatic: Field 7 Battle Academia champions, then earn @PrismaticItemRequirement@ points by equipping items on champions.Prismatic: Earn 1 point for every Completed item a champions uses in combat. Graduate at @PrismaticItemRequirement@ points. (@TFTUnitProperty.trait:TFT15_BattleAcademia_PrismaticNumItems@/@PrismaticItemRequirement@).True Potential Unlocked: +@UltimateNumPotential@ (set14AmpIcon)(@MinUnits@) @NumPotential@ (set14AmpIcon)(@MinUnits@) @NumPotential@ (set14AmpIcon)(@MinUnits@) @NumPotential@ (set14AmpIcon)","Battle Academia champions upgrade their abilities and gain Potential %i:set14AmpIcon%. Potential improves their abilities. <br><ShowIf.TFT15_BattleAcademia_NoPrismatic><br><rules>Prismatic: Field 7 Battle Academia champions, then earn @PrismaticItemRequirement@ points by equipping items on champions.</rules><br></ShowIf.TFT15_BattleAcademia_NoPrismatic><ShowIf.TFT15_BattleAcademia_PrismaticPending><br><TFTRadiantItemBonus>Prismatic:</TFTRadiantItemBonus> Earn 1 point for every Completed item a champions uses in combat. Graduate at @PrismaticItemRequirement@ points. (@TFTUnitProperty.trait:TFT15_BattleAcademia_PrismaticNumItems@/@PrismaticItemRequirement@).<br></ShowIf.TFT15_BattleAcademia_PrismaticPending><ShowIf.TFT15_BattleAcademia_PrismaticActive><br><TFTRadiantItemBonus><br>True Potential Unlocked: +@UltimateNumPotential@ %i:set14AmpIcon%</TFTRadiantItemBonus><br></ShowIf.TFT15_BattleAcademia_PrismaticActive><br><row>(@MinUnits@) @NumPotential@ %i:set14AmpIcon%</row><br><row>(@MinUnits@) @NumPotential@ %i:set14AmpIcon%</row><br><row>(@MinUnits@) @NumPotential@ %i:set14AmpIcon%</row>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""DA"": 0.10000000149011612, ""DR"": 0.05000000074505806, ""NumPotential"": 3, ""PrismaticItemRequirement"": 140, ""UltimateNumPotential"": 10}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 3, ""variables"": {""DA"": 0.25, ""DR"": 0.10000000149011612, ""NumPotential"": 5, ""PrismaticItemRequirement"": 140, ""UltimateNumPotential"": 10}}, {""maxUnits"": 25000, ""minUnits"": 7, ""style"": 5, ""variables"": {""DA"": 0.5, ""DR"": 0.25, ""NumPotential"": 7, ""PrismaticItemRequirement"": 140, ""UltimateNumPotential"": 10}}, {""maxUnits"": 25000, ""minUnits"": 7, ""style"": 6, ""variables"": {""DA"": 0.5, ""DR"": 0.25, ""NumPotential"": 7, ""PrismaticItemRequirement"": 140, ""UltimateNumPotential"": 10}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_BestDefense,Best Defense,1,"When granting or receiving shields, add @PercentDamage*100@% of the shield's value as bonus physical damage on the next attack.","When granting or receiving shields, add @PercentDamage*100@% of the shield's value as bonus physical damage on the next attack.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""PercentDamage"": 1.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_BestestBoy,Bestest Boy,1,"Every @Cadence@ seconds, Lulu feeds a snack to her Monster: @PercentHeal*100@% (scaleHealth) Healing for Rammus, @AD*100@% Attack Damage for Smolder, or @AP@% Ability Power for Kog'Maw.","Every @Cadence@ seconds, Lulu feeds a snack to her Monster: @PercentHeal*100@% %i:scaleHealth% Healing for Rammus, @AD*100@% Attack Damage for Smolder, or @AP@% Ability Power for Kog'Maw.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""AD"": 0.14000000059604645, ""AP"": 14.0, ""Cadence"": 5.0, ""PercentHeal"": 0.12999999523162842}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Bladenado,Bladenado,1,Attacks deal @PercentDamage*100@% of Basic Attack Damage as physical damage to enemies within attack range of the target.,Attacks deal @PercentDamage*100@% of Basic Attack Damage as physical damage to enemies within attack range of the target.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""PercentDamage"": 0.25}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_TimeSkip,Blink Attack,1,"When switching targets, blink to the next target. The next attack deals @TFTTrait.TFT15_MechanicTrait_TimeSkip.1:PctAdditionalDamage@% more as magic damage.","When switching targets, blink to the next target. The next attack deals <magicDamage>@TFTTrait.TFT15_MechanicTrait_TimeSkip.1:PctAdditionalDamage@%</magicDamage> more as magic damage.","[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 1, ""variables"": {""PctAdditionalDamage"": 200.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_ExilesEdge,Blood Brothers,1,Damage dealt by Yone and Yasuo bleeds enemies for @BleedPct@% of damage dealt over @BleedDuration@ seconds.,Damage dealt by Yone and Yasuo bleeds enemies for @BleedPct@% of damage dealt over @BleedDuration@ seconds.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""BleedDuration"": 2.0, ""BleedPct"": 20.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Bludgeoner,Bludgeoner,1,Attacks and Abilities ignore @PercentIgnore@% of enemy's Armor.,Attacks and Abilities ignore @PercentIgnore@% of enemy's Armor.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""PercentIgnore"": 45.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_BodyChange,Body Change,1,"At combat start, take the form of the nearest ally, granting them and this champion a @TFTTrait.TFT15_MechanicTrait_BodyChange.1:PctHealth*100@% Health shield.","At combat start, take the form of the nearest ally, granting them and this champion a @TFTTrait.TFT15_MechanicTrait_BodyChange.1:PctHealth*100@% Health shield.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""PctHealth"": 0.30000001192092896}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_BonusBloom,Bonus Bloom,1,Gain an additional plant. Plants deal @PctOfDamage*100@% less damage and have @PctOfHealth*100@% less Health.,Gain an additional plant. Plants deal @PctOfDamage*100@% less damage and have @PctOfHealth*100@% less Health.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""PctOfDamage"": 0.20000000298023224, ""PctOfHealth"": 0.30000001192092896}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_BulletHell,Bullet Hell,1,Fire @TFTTrait.TFT15_MechanicTrait_BulletHell.1:IncreasedProjectiles@% more projectiles with abilities.,Fire @TFTTrait.TFT15_MechanicTrait_BulletHell.1:IncreasedProjectiles@% more projectiles with abilities.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""IncreasedProjectiles"": 30, ""{28c023cc}"": 30}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Caretaker,Caretaker,1,"On cast, the lowest percent Health ally gains @TFTTrait.TFT15_MechanicTrait_Caretaker.1:ShieldAmount@ ((scaleAP)) shield for @TFTTrait.TFT15_MechanicTrait_Caretaker.1:Duration@ seconds.","On cast, the lowest percent Health ally gains <TFTBonus>@TFTTrait.TFT15_MechanicTrait_Caretaker.1:ShieldAmount@&nbsp;(%i:scaleAP%)</TFTBonus> shield for @TFTTrait.TFT15_MechanicTrait_Caretaker.1:Duration@ seconds.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""Duration"": 6.0, ""ShieldAmount"": 135.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Classy,Classy,1,This champion's last-listed trait is @TFTTrait.TFT15_MechanicTrait_Classy.1:IncreasedEffectiveness@% more effective on them.,This champion's last-listed trait is @TFTTrait.TFT15_MechanicTrait_Classy.1:IncreasedEffectiveness@% more effective on them.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""IncreasedEffectiveness"": 45}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_TitanForm,Colossal,1|2,"Take up two unit slots. Gain Health, Durability, and Damage Amp.(@MinUnits@) @BonusHealth@ (scaleHealth); @BonusDR*100@% (scaleDR); @BonusDA*100@% (scaleDA).(@MinUnits@) @BonusHealth@ (scaleHealth); @BonusDR*100@% (scaleDR); @BonusDA*100@% (scaleDA).","Take up two unit slots. Gain Health, Durability, and Damage Amp.<br><row>(@MinUnits@) @BonusHealth@ %i:scaleHealth%; @BonusDR*100@% %i:scaleDR%; @BonusDA*100@% %i:scaleDA%.</row><br><row>(@MinUnits@) @BonusHealth@ %i:scaleHealth%; @BonusDR*100@% %i:scaleDR%; @BonusDA*100@% %i:scaleDA%.</row>","[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 1, ""variables"": {""BonusDA"": 0.10000000149011612, ""BonusDR"": 0.20000000298023224, ""BonusHealth"": 900.0}}, {""maxUnits"": 25000, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusDA"": 0.20000000298023224, ""BonusDR"": 0.25, ""BonusHealth"": 1250.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_CornerCarry,Corner Carry,1,"Gain @AS*100@% Attack Speed. At 75% and 25% health, dash to the safest position and gain infinite Range.","Gain @AS*100@% Attack Speed. At 75% and 25% health, dash to the safest position and gain infinite Range.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""AS"": 0.30000001192092896}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Corrosive,Corrosive,1,@Shred@% Shred and Sunder enemies within 2 hexes. Take @DamageReduction@% less damage from Shredded or Sundered enemies.,@Shred@% Shred and Sunder enemies within 2 hexes. Take @DamageReduction@% less damage from Shredded or Sundered enemies.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""DamageReduction"": 10.0, ""Shred"": 30}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Corrupted,Corrupted,1,"Start dormant. Gain @TFTTrait.TFT15_MechanicTrait_Corrupted.1:DAPerSoul*100@% Damage Amp and @TFTTrait.TFT15_MechanicTrait_Corrupted.1:HealthPerSoul@ Health whenever any unit dies. At @TFTTrait.TFT15_MechanicTrait_Corrupted.1:HealthThreshold*100@% Health, awaken and blink toward enemies, stunning them for @TFTTrait.TFT15_MechanicTrait_Corrupted.1:StunDuration@ seconds.","Start dormant. Gain @TFTTrait.TFT15_MechanicTrait_Corrupted.1:DAPerSoul*100@% Damage Amp and @TFTTrait.TFT15_MechanicTrait_Corrupted.1:HealthPerSoul@ Health whenever any unit dies. At @TFTTrait.TFT15_MechanicTrait_Corrupted.1:HealthThreshold*100@% Health, awaken and blink toward enemies, stunning them for @TFTTrait.TFT15_MechanicTrait_Corrupted.1:StunDuration@ seconds.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""DAPerSoul"": 0.04500000178813934, ""HealthPerSoul"": 80, ""HealthThreshold"": 0.6000000238418579, ""StunDuration"": 1.5}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_CrimsonVeil,Crimson Veil,1,Gain @Omnivamp@% Omnivamp. Overhealing from Omnivamp converts to shield. (Max: @MaxPercentHealthShield@% Health),Gain @Omnivamp@% Omnivamp. Overhealing from Omnivamp converts to shield. (Max: @MaxPercentHealthShield@% Health),"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""MaxPercentHealthShield"": 40.0, ""Omnivamp"": 20.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_CriticalThreat,Critical Threat,1,"Abilities can Critically Strike. Every @TFTTrait.TFT15_MechanicTrait_CriticalThreat.1:Interval@ seconds, gain @TFTTrait.TFT15_MechanicTrait_CriticalThreat.1:CriticalStrikeChance@% Critical Strike Chance.","Abilities can Critically Strike. Every @TFTTrait.TFT15_MechanicTrait_CriticalThreat.1:Interval@ seconds, gain @TFTTrait.TFT15_MechanicTrait_CriticalThreat.1:CriticalStrikeChance@% Critical Strike Chance.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""CriticalStrikeChance"": 5.0, ""Interval"": 3.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_GemForce,Crystal Gambit,3|5|7|10,"Kills and losses during player combats earn Gem Power. Every @NumCombats@ player combats choose to convert Gem Power into rewards or Double Down.While Double Down is active losses grant @PercentIncreasedGP*100@% more Gem Power, but wins lose @PercentLost*100@% Gem Power and cash out immediately.Gem Power gains increase at stages 3 and 4.(@MinUnits@) @TFTUnitProperty.trait:TFT15_GemForce_GemPowerPerKill@ per kill; @TFTUnitProperty.trait:TFT15_GemForce_GemPowerPerLoss@ per loss(@MinUnits@) AND every @TFTUnitProperty.trait:TFT15_GemForce_KillRequirement@ kills, gain bonus loot and reroll a new kill number. (Kills: @TFTUnitProperty.trait:TFT15_GemForce_TotalKills@)(@MinUnits@) @7PeiceMult*100@% rewards. Crystal Gambit units gain @7PieceHealth@ (scaleHealth) and @7PieceAmp*100@% (scaleDA).","Kills and losses during player combats earn Gem Power. Every @NumCombats@ player combats choose to convert Gem Power into rewards or Double Down.<br><br>While Double Down is active losses grant @PercentIncreasedGP*100@% more Gem Power, but wins lose @PercentLost*100@% Gem Power and cash out immediately.<br><br><rules>Gem Power gains increase at stages 3 and 4.</rules><br><br><row>(@MinUnits@) @TFTUnitProperty.trait:TFT15_GemForce_GemPowerPerKill@ per kill; @TFTUnitProperty.trait:TFT15_GemForce_GemPowerPerLoss@ per loss</row><br><row>(@MinUnits@) AND every @TFTUnitProperty.trait:TFT15_GemForce_KillRequirement@ kills, gain bonus loot and reroll a new kill number. (Kills:&nbsp;@TFTUnitProperty.trait:TFT15_GemForce_TotalKills@)</row><br><row>(@MinUnits@) @7PeiceMult*100@% rewards. Crystal Gambit units gain @7PieceHealth@ %i:scaleHealth% and @7PieceAmp*100@% %i:scaleDA%</row>.<br>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""7PeiceMult"": 1.2999999523162842, ""7PieceAmp"": 0.15000000596046448, ""7PieceHealth"": 300.0, ""GPPerDeathPVE"": 2.0, ""GPPerRoundPVE"": 10.0, ""NumCombats"": 3, ""NumCombatsPM"": 2.0, ""NumCombatsPVE"": 3, ""PercentIncreaseGPPVE"": 1.0, ""PercentIncreasedGP"": 1.0, ""PercentLossPVE"": 0.5, ""PercentLost"": 0.5, ""{07e0557d}"": 10.0, ""{0c71c65f}"": 1.0, ""{2093ecf8}"": 1.0, ""{4d6b4df4}"": 2, ""{83265d73}"": 15, ""{cbe82e8a}"": 5.0, ""{ce703dbd}"": 1.399999976158142, ""{d45997e0}"": 1.75}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 5, ""variables"": {""7PeiceMult"": 1.2999999523162842, ""7PieceAmp"": 0.15000000596046448, ""7PieceHealth"": 300.0, ""GPPerDeathPVE"": 3.0, ""GPPerRoundPVE"": 15.0, ""NumCombats"": 3, ""NumCombatsPM"": 2.0, ""NumCombatsPVE"": 3, ""PercentIncreaseGPPVE"": 1.0, ""PercentIncreasedGP"": 1.0, ""PercentLossPVE"": 0.5, ""PercentLost"": 0.5, ""{07e0557d}"": 10.0, ""{0c71c65f}"": 1.0, ""{2093ecf8}"": 1.0, ""{4d6b4df4}"": 2, ""{83265d73}"": 15, ""{cbe82e8a}"": 7.0, ""{ce703dbd}"": 1.399999976158142, ""{d45997e0}"": 1.75}}, {""maxUnits"": 9, ""minUnits"": 7, ""style"": 5, ""variables"": {""7PeiceMult"": 1.2999999523162842, ""7PieceAmp"": 0.15000000596046448, ""7PieceHealth"": 300.0, ""GPPerDeathPVE"": 3.0, ""GPPerRoundPVE"": 15.0, ""NumCombats"": 3, ""NumCombatsPM"": 2.0, ""NumCombatsPVE"": 3, ""PercentIncreaseGPPVE"": 1.0, ""PercentIncreasedGP"": 1.0, ""PercentLossPVE"": 0.5, ""PercentLost"": 0.5, ""{07e0557d}"": 10.0, ""{0c71c65f}"": 1.0, ""{2093ecf8}"": 1.0, ""{4d6b4df4}"": 2, ""{83265d73}"": 15, ""{cbe82e8a}"": 7.0, ""{ce703dbd}"": 1.399999976158142, ""{d45997e0}"": 1.75}}, {""maxUnits"": 25000, ""minUnits"": 10, ""style"": 6, ""variables"": {""7PeiceMult"": 1.2999999523162842, ""7PieceAmp"": 0.15000000596046448, ""7PieceHealth"": 300.0, ""DamageReduction"": 0.9900000095367432, ""GPPerDeathPVE"": 3.0, ""GPPerRoundPVE"": 15.0, ""NumCombats"": 3, ""NumCombatsPM"": 2.0, ""NumCombatsPVE"": 3, ""PercentIncreaseGPPVE"": 1.0, ""PercentIncreasedGP"": 1.0, ""PercentLossPVE"": 0.5, ""PercentLost"": 0.5, ""TrueDamagePerSecond"": 500.0, ""{07e0557d}"": 10.0, ""{0c71c65f}"": 1.0, ""{2093ecf8}"": 1.0, ""{4d6b4df4}"": 2, ""{83265d73}"": 15, ""{cbe82e8a}"": 8.0, ""{ce703dbd}"": 1.399999976158142, ""{d45997e0}"": 1.75}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_CycloneRush,Cyclone Rush,1|2,"Gain Attack Speed. At combat start, disable the opposite enemy for @Duration@ seconds.(@MinUnits@) @ASBoost*100@% (scaleAS).(@MinUnits@) @ASBoost*100@% (scaleAS). Disable two enemies.","Gain Attack Speed. At combat start, disable the opposite enemy for @Duration@ seconds.<br><row>(@MinUnits@) @ASBoost*100@% %i:scaleAS%.</row><br><row>(@MinUnits@) @ASBoost*100@% %i:scaleAS%. Disable two enemies.</row><br>","[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 1, ""variables"": {""ASBoost"": 0.15000000596046448, ""Duration"": 3.0}}, {""maxUnits"": 25000, ""minUnits"": 2, ""style"": 1, ""variables"": {""ASBoost"": 0.25, ""Duration"": 3.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_DarkAmulet,Dark Amulet,1,"Heal for @HealPct@% of magic damage dealt. On cast, take @HealthLossPct@% max Health as true damage, but gain @StackingAP@% stacking Ability Power.","Heal for @HealPct@% of magic damage dealt. On cast, take @HealthLossPct@% max Health as true damage, but gain @StackingAP@% stacking Ability Power.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""HealPct"": 15.0, ""HealthLossPct"": 8.0, ""StackingAP"": 12.0}}]"
Set 15,15,base,TFTSet15,16.4,TFT15_MechanicTrait_Demolitionist,Demolitionist,1,Ability damage Stuns for @TFTTrait.TFT15_MechanicTrait_Demolitionist.1:StunDuration@ second.,Ability damage <TFTKeyword>Stuns</TFTKeyword> for @TFTTrait.TFT15_MechanicTrait_Demolitionist.1:StunDuration@ second.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 1, ""variables"": {""StunDuration"": 1}}]"
