set_label,set_number,set_stage,set_mutator,patch,champion_api_name,champion_name,cost,hp,damage,attack_speed,range,armor,magic_resist,mana,initial_mana,crit_chance,crit_multiplier
Set 7,7,base,TFTSet7,12.15,TFT7_TahmKench,Tahm Kench,1,650,80,0.5,1,40,40,120,60,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Taric,Taric,1,700,70,0.6,1,45,45,50,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Vladimir,Vladimir,1,700,40,0.6,2,45,45,70,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Ashe,Ashe,2,600,50,0.7,4,20,20,90,40,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Braum,Braum,2,800,50,0.6,1,60,60,60,30,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Gnar,Gnar,2,700,50,0.65,2,40,40,70,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Jinx,Jinx,2,550,60,0.7,4,20,20,100,50,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Kayn,Kayn,2,750,60,0.75,1,25,25,45,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Lillia,Lillia,2,750,40,0.7,1,40,40,50,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Nami,Nami,2,600,40,0.65,3,20,20,90,50,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Qiyana,Qiyana,2,650,50,0.75,1,30,30,100,40,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Shen,Shen,2,800,60,0.65,1,45,45,105,60,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Thresh,Thresh,2,750,70,0.6,2,45,45,150,150,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Tristana,Tristana,2,600,60,0.7,4,20,20,60,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Twitch,Twitch,2,550,55,0.7,3,20,20,80,40,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Yone,Yone,2,800,55,0.85,1,40,40,0,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Anivia,Anivia,3,650,40,0.7,4,25,25,80,40,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Diana,Diana,3,700,50,0.75,1,35,35,100,50,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Elise,Elise,3,700,50,0.75,2,30,30,40,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Illaoi,Illaoi,3,750,55,0.6,1,50,50,100,50,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_LeeSin,Lee Sin,3,800,55,0.75,1,45,45,100,40,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Lulu,Lulu,3,650,40,0.7,3,25,25,150,75,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Nunu,Nunu & Willump,3,850,65,0.55,1,50,50,100,40,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Olaf,Olaf,3,800,55,0.7,1,50,50,100,50,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Ryze,Ryze,3,600,40,0.65,4,25,25,20,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Swain,Swain,3,600,45,0.7,4,30,30,45,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Sylas,Sylas,3,800,60,0.6,1,50,50,140,70,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Varus,Varus,3,650,55,0.7,3,25,25,150,75,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Volibear,Volibear,3,750,60,0.75,1,45,45,60,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Corki,Corki,4,750,75,0.7,4,30,30,80,20,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_DragonBlue,Daeja,4,900,20,0.6,4,40,40,100,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Hecarim,Hecarim,4,900,60,0.75,1,60,60,105,60,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_DragonGold,Idas,4,1100,100,0.55,1,60,60,160,80,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Neeko,Neeko,4,1000,60,0.7,2,20,20,150,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Ornn,Ornn,4,1000,60,0.6,1,60,60,180,80,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_DragonGreen,Shi Oh Yu,4,900,90,0.75,1,60,60,90,30,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Sona,Sona,4,750,40,0.7,4,30,30,160,100,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_DragonPurple,Sy'fen,4,1100,110,0.7,1,70,70,175,120,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Talon,Talon,4,800,60,0.8,1,40,40,125,75,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Xayah,Xayah,4,750,70,0.75,3,25,25,60,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_AoShin,Ao Shin,5,1000,60,0.8,4,50,50,200,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_AurelionSol,Aurelion Sol,5,1000,60,0.75,4,50,50,60,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Bard,Bard,5,850,60,0.7,4,40,40,240,160,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Pyke,Pyke,5,900,70,1,1,40,40,60,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Shyvana,Shyvana,5,1000,140,0.8,1,70,70,60,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Soraka,Soraka,5,800,40,0.7,4,30,30,200,100,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Yasuo,Yasuo,5,1100,90,1,1,50,50,25,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Zoe,Zoe,5,800,45,0.75,4,20,20,100,30,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT6_TheGoldenEgg,The Golden Egg,8,10,,1,0,10,10,100,0,,0
Set 7,7,base,TFTSet7,12.15,TFT7_JadeStatue,Jade Statue,11,1,,0.65,1,15,15,0,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_TrainerDragon,Nomsy,11,225,0,0.6,2,0,,140,90,0.25,1.5
Set 7,7,base,TFTSet7,12.15,TFT7_IvernMinion,Zoe's Daisy,11,,120,0.5,1,60,60,0,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Ezreal,Ezreal,1,500,35,0.7,3,15,15,40,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Karma,Karma,1,500,40,0.7,4,20,20,50,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Leona,Leona,1,650,75,0.55,1,45,45,80,40,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Malphite,Malphite,1,700,80,0.6,1,40,40,90,90,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Nasus,Nasus,1,600,60,0.55,1,40,40,90,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Nidalee,Nidalee,1,600,60,0.7,4,30,30,50,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Sejuani,Sejuani,1,650,60,0.55,1,40,40,75,25,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Senna,Senna,1,500,50,0.7,4,15,15,75,15,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Sett,Sett,1,650,60,0.7,1,40,40,60,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Skarner,Skarner,1,650,60,0.6,1,45,45,90,40,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Taliyah,Taliyah,1,550,30,0.7,4,15,15,60,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT_TrainingDummy,Target Dummy,1,700,0,0.2,0,40,40,0,0,,0
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Vladimir,Vladimir,1,700,40,0.6,2,45,45,70,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT_Voidspawn,Voidspawn,1,,0,0.8,1,20,20,0,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Wukong,Wukong,1,650,65,0.7,1,45,45,60,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Aphelios,Aphelios,2,500,60,0.7,4,20,20,175,80,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Braum,Braum,2,800,85,0.6,1,60,60,60,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Gnar,Gnar,2,750,50,0.7,2,40,40,70,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Jax,Jax,2,750,55,0.7,1,45,45,140,70,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Kaisa,Kai'Sa,2,550,35,0.8,4,25,25,45,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Lillia,Lillia,2,750,50,0.75,1,50,50,50,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Lux,Lux,2,600,30,0.7,4,20,20,60,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Qiyana,Qiyana,2,700,55,0.75,1,35,35,90,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Rell,Rell,2,700,50,0.6,1,45,45,70,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Twitch,Twitch,2,550,55,0.7,3,20,20,80,40,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Yone,Yone,2,800,55,0.85,1,40,40,0,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Zac,Zac,2,800,60,0.6,1,45,45,60,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Zyra,Zyra,2,600,40,0.65,4,20,20,125,50,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Diana,Diana,3,700,55,0.75,1,35,35,90,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7b_Heimerdinger,Heimerdinger,3,600,50,0.65,4,25,25,100,50,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_LeeSin,Lee Sin,3,800,55,0.75,1,50,50,90,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7b_Lulu,Lulu,3,600,50,0.65,4,25,25,100,50,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Nomsy,Nomsy,3,650,60,0.75,4,30,30,90,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_NomsyMage,Nomsy,3,650,60,0.75,4,30,30,90,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_NomsyCannoneer,Nomsy,3,650,60,0.75,4,30,30,90,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_NomsyEvoker,Nomsy,3,650,60,0.75,4,30,30,90,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Nunu,Nunu & Willump,3,850,65,0.55,1,50,50,100,40,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Olaf,Olaf,3,800,55,0.7,1,50,50,100,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Rakan,Rakan,3,800,55,0.75,2,50,50,75,15,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Rengar,Rengar,3,700,70,0.75,1,30,30,140,70,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Seraphine,Seraphine,3,750,50,0.7,3,30,30,175,100,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Sylas,Sylas,3,800,60,0.6,1,50,50,120,60,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7b_Tristana,Tristana,3,600,60,0.75,4,25,25,100,50,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Varus,Varus,3,650,55,0.7,3,25,25,150,75,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7b_Volibear,Volibear,3,800,50,0.75,1,50,50,40,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Zeri,Zeri,3,600,65,0.75,4,20,20,70,20,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_DragonGuild,Zippy,3,800,85,0.75,1,50,50,100,40,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_DragonBlue,Daeja,4,800,20,0.6,4,30,30,100,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Graves,Graves,4,800,65,0.65,3,30,30,40,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Hecarim,Hecarim,4,1000,60,0.75,1,60,60,90,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_DragonGold,Idas,4,950,90,0.55,1,60,60,160,80,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Jayce,Jayce,4,900,60,0.8,3,25,25,80,20,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Nilah,Nilah,4,800,70,0.75,2,45,45,50,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Pantheon,Pantheon,4,1000,60,0.65,1,50,50,60,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_DragonGreen,Shi Oh Yu,4,850,75,0.75,1,60,60,100,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_AquaticDragon,Sohm,4,800,30,0.75,4,30,30,40,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_DragonPurple,Sy'fen,4,900,90,0.7,1,60,60,170,100,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_DragonSwain,Tyrant Swain,4,900,40,0.6,2,70,70,110,60,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Xayah,Xayah,4,750,70,0.75,3,25,25,60,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_AoShin,Ao Shin,5,800,60,0.8,4,35,35,190,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_AurelionSol,Aurelion Sol,5,800,60,0.75,4,35,35,60,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Bard,Bard,5,850,60,0.7,4,40,40,240,160,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Shyvana,Shyvana,5,900,120,0.8,1,70,70,60,15,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Soraka,Soraka,5,800,40,0.7,4,30,30,200,100,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_DragonEarth,Terra,5,1050,80,0.65,1,100,100,70,30,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Yasuo,Yasuo,5,1000,90,1,1,50,50,25,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_Zoe,Zoe,5,800,45,0.75,4,20,20,110,40,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT6_TheGoldenEgg,The Golden Egg,8,10,,1,0,10,10,100,0,,0
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT5_EmblemArmoryKey,Tome of Traits,8,10,,1,0,10,10,100,0,,0
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_JadeStatue,Jade Statue,11,1,,0.65,1,15,15,0,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_LagoonRelic,Seastone,11,1,,0.8,1,,20,80,0,0.25,1.3
Set 7.5,7,mid,TFTSet7_Stage2,12.22,TFT7_IvernMinion,Zoe's Daisy,11,,120,0.5,1,60,60,0,0,0.25,1.3
Set 8,8,base,TFTSet8,13.4,TFT8_Ashe,Ashe,1,500,60,0.7,4,15,15,50,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Blitzcrank,Blitzcrank,1,650,50,0.5,1,45,45,90,45,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Galio,Galio,1,650,50,0.55,1,45,45,140,70,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Gangplank,Gangplank,1,650,45,0.65,1,30,30,50,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Hecarim,Hackerim,1,650,55,0.55,1,40,40,0,40,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Kayle,Kayle,1,500,50,0.65,4,15,15,30,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Lulu,Lulu,1,500,30,0.7,4,15,15,50,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Lux,Lux,1,500,40,0.7,4,15,15,60,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Nasus,Nasus,1,650,65,0.65,1,40,40,60,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Poppy,Poppy,1,650,60,0.55,1,45,45,80,40,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Renekton,Renekton,1,650,50,0.65,1,40,40,50,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Sylas,Sylas,1,700,50,0.55,1,45,45,80,30,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Talon,Talon,1,600,50,0.7,1,25,25,70,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_WuKong,Wukong,1,650,60,0.6,1,40,40,100,50,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Annie,Annie,2,750,40,0.6,2,40,40,90,30,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Camille,Camille,2,750,65,0.75,1,45,45,70,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Draven,Draven,2,600,65,0.75,4,15,15,140,70,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Ezreal,Ezreal,2,550,55,0.7,4,20,20,55,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Fiora,Fiora,2,800,50,0.8,1,50,50,80,30,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Jinx,Jinx,2,550,50,0.7,4,20,20,80,20,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_LeeSin,Lee Sin,2,700,60,0.65,1,50,50,70,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Malphite,Malphite,2,800,60,0.5,1,45,45,80,40,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Rell,Rell,2,800,60,0.5,1,50,50,150,80,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Sivir,Sivir,2,600,65,0.75,4,20,20,70,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Vi,Vi,2,700,50,0.6,1,45,45,80,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Yasuo,Yasuo,2,750,45,0.75,1,40,40,90,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Yuumi,Yuumi,2,550,40,0.7,4,20,20,50,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Alistar,Alistar,3,800,50,0.55,1,50,50,175,75,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Chogath,Cho'Gath,3,950,60,0.65,1,55,55,120,40,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Jax,Jax,3,800,45,0.8,1,45,45,0,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Kaisa,Kai'Sa,3,650,35,0.8,4,25,25,60,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Leblanc,LeBlanc,3,650,45,0.7,4,30,30,60,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Nilah,Nilah,3,800,45,0.7,1,50,50,125,50,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Rammus,Rammus,3,950,60,0.65,1,55,55,120,60,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Riven,Riven,3,700,50,0.65,1,45,45,90,30,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Senna,Senna,3,650,70,0.7,4,25,25,70,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Sona,Sona,3,650,40,0.7,4,25,25,40,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Vayne,Vayne,3,600,60,0.75,4,25,25,40,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Velkoz,Vel'Koz,3,750,50,0.65,4,30,30,70,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Zoe,Zoe,3,600,40,0.7,4,20,20,30,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_AurelionSol,Aurelion Sol,4,850,40,0.7,4,30,30,90,30,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_BelVeth,Bel'Veth,4,1000,75,0.9,2,50,50,30,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Ekko,Ekko,4,1000,60,0.6,1,60,60,140,70,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_MissFortune,Miss Fortune,4,750,60,0.7,4,30,30,120,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Samira,Samira,4,700,70,0.75,4,30,30,75,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Sejuani,Sejuani,4,1000,70,0.55,1,70,70,180,80,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Sett,Sett,4,1000,90,0.65,1,60,60,180,80,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Soraka,Soraka,4,750,50,0.65,4,30,30,40,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Taliyah,Taliyah,4,700,45,0.75,4,30,30,90,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Viego,Viego,4,950,60,0.75,1,50,50,50,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Zac,Zac,4,1050,60,0.75,1,65,65,100,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Zed,Zed,4,1000,80,0.85,1,45,45,40,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Aphelios,Aphelios,5,800,80,0.9,4,30,30,140,40,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Fiddlesticks,Fiddlesticks,5,1300,50,0.75,1,70,70,66,66,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Janna,Janna,5,800,50,0.75,4,35,35,140,70,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Leona,Leona,5,1100,75,0.7,1,60,60,75,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Mordekaiser,Mordekaiser,5,1200,70,0.7,1,70,70,150,60,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Nunu,Nunu & Willump,5,1337,0,0.2,1,60,60,90,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Syndra,Syndra,5,850,40,0.85,4,40,40,125,70,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Urgot,Urgot,5,1000,70,1,3,40,40,175,100,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT6_ArchiveOfAugments,Archive Of Augments,8,10,,1,0,10,10,100,0,,0
Set 8,8,base,TFTSet8,13.4,TFT6_TheGoldenEgg,The Golden Egg,8,10,,1,0,10,10,100,0,,0
Set 8,8,base,TFTSet8,13.4,TFT8_Boss_Urgot,Giant Crabgot,11,15000,300,1,7,100,100,300,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT6_MercenaryChest,Mercenary Chest,11,1,0,,0,0,,12,0,0.25,1.3
Set 8,8,base,TFTSet8,13.4,TFT8_Boss_Zac,Mutant Zac,11,10000,200,0.75,2,75,75,300,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_PranksterDummy,Target Dummy,11,350,0,0.2,0,20,20,150,0,0.25,1.4
Set 8,8,base,TFTSet8,13.4,TFT8_Boss_AurelionSol,Volcanic Sol,11,10000,100,0.8,7,50,50,300,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Ashe,Ashe,1,500,60,0.7,4,15,15,50,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Blitzcrank,Blitzcrank,1,650,65,0.5,1,45,45,80,40,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Gangplank,Gangplank,1,650,45,0.75,1,35,35,50,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Hecarim,Hackerim,1,650,55,0.55,1,40,40,0,40,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Kayle,Kayle,1,500,55,0.65,4,15,15,30,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Lucian,Lucian,1,500,20,0.7,4,15,15,40,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Lulu,Lulu,1,500,30,0.7,4,15,15,50,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Lux,Lux,1,500,40,0.7,4,15,15,70,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Nasus,Nasus,1,700,65,0.65,1,45,45,60,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Pantheon,Pantheon,1,650,50,0.6,1,40,40,60,30,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Poppy,Poppy,1,650,60,0.55,1,45,45,80,40,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Renekton,Renekton,1,650,50,0.65,1,40,40,50,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Sylas,Sylas,1,700,50,0.55,1,45,45,80,30,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT_TrainingDummy,Target Dummy,1,700,0,0.2,1,40,40,0,0,,0
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT_Voidspawn,Voidspawn,1,,0,0.8,1,20,20,0,0,0.25,1.3
