set_label,set_number,set_stage,set_mutator,patch,champion_api_name,champion_name,ability_name,variable_name,star1_3,idx0,idx1,idx2,idx3,idx4,idx5,idx6
Set 15,15,base,TFTSet15,16.4,TFT15_Lulu,Lulu,Choose A Monster,Tier2Damage,240/360/540,2.5,240,360,540,2.5,2.5,2.5
Set 15,15,base,TFTSet15,16.4,TFT15_Lulu,Lulu,Choose A Monster,Tier3Damage,300/450/675,4,300,450,675,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Lulu,Lulu,Choose A Monster,Tier4Damage,400/600/1800,0,400,600,1800,0,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Lulu,Lulu,Choose A Monster,Tier5Damage,500/1000/10000,0,500,1000,10000,0,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Lux,Lux,Soulfire Explosion,BaseDamage,90/135/210,0,90,135,210,285,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Lux,Lux,Soulfire Explosion,DamageSplit,300/450/700,5,300,450,700,950,5,5
Set 15,15,base,TFTSet15,16.4,TFT15_Lux,Lux,Soulfire Explosion,ShredDuration,5,5,5,5,5,5,5,5
Set 15,15,base,TFTSet15,16.4,TFT15_Malphite,Malphite,Regolith Resistance,APDamage,40/60/90,0,40,60,90,120,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Malphite,Malphite,Regolith Resistance,BonusResists,12,12,12,12,12,12,12,12
Set 15,15,base,TFTSet15,16.4,TFT15_Malphite,Malphite,Regolith Resistance,DefenseToDamageRatio,2.7/4.05/6.1,0,2.7,4.05,6.1,8.15,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Malphite,Malphite,Regolith Resistance,Resists,35/50/75,30,35,50,75,95,280,330
Set 15,15,base,TFTSet15,16.4,TFT15_Malzahar,Malzahar,Insidious Whispers,Damage,515/775/1315,0,515,775,1315,1855,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Malzahar,Malzahar,Insidious Whispers,Duration,15,15,15,15,15,15,15,15
Set 15,15,base,TFTSet15,16.4,TFT15_Malzahar,Malzahar,Insidious Whispers,SpreadTargets,1,1,1,1,1,1,1,1
Set 15,15,base,TFTSet15,16.4,TFT15_Malzahar,Malzahar,Insidious Whispers,TickRate,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 15,15,base,TFTSet15,16.4,TFT6_MercenaryChest,Mercenary Chest,Mercenary Chest,RoundsToHatch,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT6_MercenaryChest,Mercenary Chest,Mercenary Chest,RoundsToHatch,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Naafiri,Naafiri,Spinning Soul-Saw,ADDamage,150/225/340,4,150,225,340,475,1,1
Set 15,15,base,TFTSet15,16.4,TFT15_Naafiri,Naafiri,Spinning Soul-Saw,BaseShield,90/110/150,180,90,110,150,190,1.5,1.5
Set 15,15,base,TFTSet15,16.4,TFT15_Naafiri,Naafiri,Spinning Soul-Saw,ShieldDuration,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Neeko,Neeko,Falling Flower Eruption,BuffDuration,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Neeko,Neeko,Falling Flower Eruption,DR,0.4,0,0.4,0.4,0.4,0.4,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Neeko,Neeko,Falling Flower Eruption,Damage,120/180/290,0,120,180,290,400,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Neeko,Neeko,Falling Flower Eruption,DamageIncreasePerEnemy,1,1,1,1,1,1,1,1
Set 15,15,base,TFTSet15,16.4,TFT15_Neeko,Neeko,Falling Flower Eruption,Heal,300/350/450,0,300,350,450,550,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,BaseDamageAD,250/375/4000,3,250,375,4000,8000,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,DamageHealthRatio,0.1/0.1/0.5,0.1,0.1,0.1,0.5,0.5,0.1,0.1
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,DamageIncreasePerSecond,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,SecondaryDamageAD,125/200/1500,0.75,125,200,1500,3000,0.75,0.75
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,SecondaryHealthRatio,0.05/0.05/0.25,0.05,0.05,0.05,0.25,0.25,0.05,0.05
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,SecondaryStunDuration,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,Shield,320/370/900,280,320,370,900,1300,280,280
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,ShieldDuration,4,4,4,4,4,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,ShieldPercHP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,StunDuration,0.5/0.5/8,2,0.5,0.5,8,8,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Poppy,Poppy,Spinning Galaxy Hammer,StunIncreasePerSecond,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 15,15,base,TFTSet15,16.4,TFT15_Rakan,Rakan,All Eyes On Me,BaseDamage,55/85/130,0,55,85,130,175,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Rakan,Rakan,All Eyes On Me,BaseHealing,350/400/625,0,350,400,625,845,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Rakan,Rakan,All Eyes On Me,HealPerPotential,55/65/85,0,55,65,85,110,50,50
Set 15,15,base,TFTSet15,16.4,TFT15_Rakan,Rakan,All Eyes On Me,NumHealTargets,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Rakan,Rakan,All Eyes On Me,NumTargets,3,3,3,3,3,3,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Rakan,Rakan,All Eyes On Me,UltimateHealing,,,,,,,,
Set 15,15,base,TFTSet15,16.4,TFT15_Rammus,Rammus,Durian Defense,BonusDamage,30/45/75,25,30,45,75,105,150,175
Set 15,15,base,TFTSet15,16.4,TFT15_Rammus,Rammus,Durian Defense,BonusResists,40,40,40,40,40,40,40,40
Set 15,15,base,TFTSet15,16.4,TFT15_Rammus,Rammus,Durian Defense,LeapHealthPerEnemy,15/35/55,50,15,35,55,65,50,50
Set 15,15,base,TFTSet15,16.4,TFT15_Rammus,Rammus,Durian Defense,PercentResists,0.4/0.6/1,1,0.4,0.6,1,1.4,1,1
Set 15,15,base,TFTSet15,16.4,TFT15_Rammus,Rammus,Durian Defense,ShieldDuration,4,4,4,4,4,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Rammus,Rammus,Durian Defense,ShieldValue,550/675/800,0,550,675,800,925,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Rammus,Rammus,Durian Defense,StunDuration,1/1.25/1.5,1.5,1,1.25,1.5,1.5,1.5,1.5
Set 15,15,base,TFTSet15,16.4,TFT15_Rell,Rell,Unbreakable Celestial Lance,BuffDuration,4,4,4,4,4,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Rell,Rell,Unbreakable Celestial Lance,Damage,130/195/295,300,130,195,295,395,300,300
Set 15,15,base,TFTSet15,16.4,TFT15_Rell,Rell,Unbreakable Celestial Lance,FlatDR,20/30/45,25,20,30,45,60,25,25
Set 15,15,base,TFTSet15,16.4,TFT15_Ryze,Ryze,Tsunami Beam,AdditionalDamage,110/165/1200,0,110,165,1200,2400,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Ryze,Ryze,Tsunami Beam,Damage,810/1215/7000,0,810,1215,7000,7000,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Ryze,Ryze,Tsunami Beam,Duration,3,3,3,3,3,3,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Samira,Samira,Soul Shot / Inner Arsenal Unleashed,BaseDamage,50/75/225,0,50,75,225,300,25,30
Set 15,15,base,TFTSet15,16.4,TFT15_Samira,Samira,Soul Shot / Inner Arsenal Unleashed,HexRange,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Samira,Samira,Soul Shot / Inner Arsenal Unleashed,MegaCastAD,230/345/2200,2.1,230,345,2200,4500,2.1,2.1
Set 15,15,base,TFTSet15,16.4,TFT15_Samira,Samira,Soul Shot / Inner Arsenal Unleashed,QBulletDamage,105/160/650,2,105,160,650,1150,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Samira,Samira,Soul Shot / Inner Arsenal Unleashed,VampBonus,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Set 15,15,base,TFTSet15,16.4,TFT15_Senna,Senna,Super Beam Cannon,ADDamage,400/600/960,300,400,600,960,1320,200,240
Set 15,15,base,TFTSet15,16.4,TFT15_Senna,Senna,Super Beam Cannon,APDamage,40/60/95,30,40,60,95,95,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Senna,Senna,Super Beam Cannon,AttackSpeed,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Set 15,15,base,TFTSet15,16.4,TFT15_Senna,Senna,Super Beam Cannon,ReductionAfterTwo,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,ADScale,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,APScale,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,ASScale,25,25,25,25,25,25,25,25
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,ArmorScale,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,BaseDamage,165/275/2468,0,165,275,2468,8000,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,BasePowerOfFriendship,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,CritMultScale,4,4,4,4,4,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,CritScale,8,8,8,8,8,8,8,8
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,HealthScale,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,MRScale,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,SelfMultiplier,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,SpellRadius,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Seraphine,Seraphine,Ultimate Friendship Bomb,TeamStatSharePercent,1/1/6,1,1,1,6,99,0.52,0.52
Set 15,15,base,TFTSet15,16.4,TFT15_Sett,Sett,Maximum Grit Overdrive,BigPunchADScalar,120/180/750,2,120,180,750,1000,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Sett,Sett,Maximum Grit Overdrive,BigPunchHealthScalar,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Set 15,15,base,TFTSet15,16.4,TFT15_Sett,Sett,Maximum Grit Overdrive,BigPunchTrueDamage,10/15/50,10,10,15,50,100,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Sett,Sett,Maximum Grit Overdrive,BigPunchTrueDamageBase,10/15/45,0,10,15,45,75,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Sett,Sett,Maximum Grit Overdrive,ConeLength,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Sett,Sett,Maximum Grit Overdrive,FlurryAD,140/210/2000,2,140,210,2000,3000,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Sett,Sett,Maximum Grit Overdrive,FlurryFlatHeal,260/335/1500,0,260,335,1500,2000,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Sett,Sett,Maximum Grit Overdrive,FlurryPercentHeal,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Set 15,15,base,TFTSet15,16.4,TFT15_Sett,Sett,Maximum Grit Overdrive,HealingTreshold,100,100,100,100,100,100,100,100
Set 15,15,base,TFTSet15,16.4,TFT15_Shen,Shen,Power Suit: Full Charge,AttackCount,3,3,3,3,3,3,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Shen,Shen,Power Suit: Full Charge,BaseShield,400/475/575,0,400,475,575,675,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Shen,Shen,Power Suit: Full Charge,Duration,4,4,4,4,4,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Shen,Shen,Power Suit: Full Charge,PercentMRDamage,0.75/1.15/1.75,0.03,0.75,1.15,1.75,2.35,0.03,0.03
Set 15,15,base,TFTSet15,16.4,TFT15_Sivir,Sivir,Star Cutter,ADDamage,170/255/385,4.3,170,255,385,515,4.3,4.3
Set 15,15,base,TFTSet15,16.4,TFT15_Sivir,Sivir,Star Cutter,APDamage,20/30/45,0,20,30,45,60,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Sivir,Sivir,Star Cutter,FalloffPercent,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,ADPerLevel,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,ArmorIgnore,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,CastsPerBonus,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,EmberDamage,50/75/120,30,50,75,120,195,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,FireballAPDamage,75/115/180,40,75,115,180,280,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,FireballDamage,290/435/700,4.5,290,435,700,965,4.5,4.5
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,LevelUpManaReduction,10,10,10,10,10,10,10,10
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,MissileScalePerLevel,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,NumClosestEnemies,3,3,3,3,3,3,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,PassiveDuration,5,5,5,5,5,5,5,5
Set 15,15,base,TFTSet15,16.4,TFT15_Smolder,Smolder,Burn Blast,SecondcastDamage,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Set 15,15,base,TFTSet15,16.4,TFT_ArmoryKeySupport,Support item anvil,Support item anvil,RoundsToHatch,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Swain,Swain,Glittering Plumage Regalia,HealingFlatValue,300/340/380,0,300,340,380,420,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Swain,Swain,Glittering Plumage Regalia,HealingPercentage,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Set 15,15,base,TFTSet15,16.4,TFT15_Swain,Swain,Glittering Plumage Regalia,InitialHealthFlatValue,300/340/380,0,300,340,380,420,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Swain,Swain,Glittering Plumage Regalia,InitialHealthPercentage,0.1,0,0.1,0.1,0.1,0.1,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Swain,Swain,Glittering Plumage Regalia,MagicDamage,25/35/55,0,25,35,55,70,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Swain,Swain,Glittering Plumage Regalia,SecondaryDamage,6/9/14,20,6,9,14,35,20,20
Set 15,15,base,TFTSet15,16.4,TFT15_Syndra,Syndra,Bright Star Blast,BonusRange,,,,,,,,
Set 15,15,base,TFTSet15,16.4,TFT15_Syndra,Syndra,Bright Star Blast,Damage,215/325/485,2,215,325,485,645,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Syndra,Syndra,Bright Star Blast,MRReduction,10,10,10,10,10,10,10,10
Set 15,15,base,TFTSet15,16.4,TFT15_PetCreepyCat,Test Cost,Test Cost,Tier1Damage,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_PetCreepyCat,Test Cost,Test Cost,Tier2Damage,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Set 15,15,base,TFTSet15,16.4,TFT15_PetCreepyCat,Test Cost,Test Cost,Tier3Damage,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Set 15,15,base,TFTSet15,16.4,TFT15_PetCreepyCat,Test Cost,Test Cost,Tier4Damage,4.5/4.5/9,0,4.5,4.5,9,0,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_PetCreepyCat,Test Cost,Test Cost,Tier5Damage,6/6/60,0,6,6,60,0,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,ChargeKnockupDuration,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,CoreEnergyShield,250/375/480,300,250,375,480,5000,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,HexRadius,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,LandingDamage,200,100,200,200,200,500,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,PassiveConeHexLength,1,1,1,1,1,1,1,1
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,PassiveDamage,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,PassiveHexRadius,1,1,1,1,1,1,1,1
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,ShieldDuration,3/4/4,4,3,4,4,5,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell1Damage,350,350,350,350,350,350,350,350
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell2ConeHexLength,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell2Damage,350,350,350,350,350,350,350,350
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell2DamageSecondary,175,175,175,175,175,175,175,175
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell3ConeHexLength,3,3,3,3,3,3,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell3Damage,420,550,420,420,420,9001,320,320
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell3DamageSecondary,175,175,175,175,175,3000,200,200
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell3SlamHexLength,4,4,4,4,4,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell4ConeHexLength,5,5,5,5,5,5,5,5
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell4LandingDamage,2000,2000,2000,2000,2000,2000,2000,2000
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell4SlamHexLength,6,6,6,6,6,6,6,6
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,Spell4StatShare,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,SpellMaxMana,70/70/60,80,70,70,60,60,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Galio,The Mighty Mech,Piston Punch,SpellStartingMana,30/30/20,40,30,30,20,20,0,0
Set 15,15,base,TFTSet15,16.4,TFT5_EmblemArmoryKey,Tome of Traits,Tome of Traits,RoundsToHatch,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_TwistedFate,Twisted Fate,52 Card Calamity,AttackNumEnemies,3,4,3,3,3,4,20,20
Set 15,15,base,TFTSet15,16.4,TFT15_TwistedFate,Twisted Fate,52 Card Calamity,MagicDamagePerMark,15/25/500,2,15,25,500,500,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_TwistedFate,Twisted Fate,52 Card Calamity,MultAttackDamageReduction,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 15,15,base,TFTSet15,16.4,TFT15_TwistedFate,Twisted Fate,52 Card Calamity,PassiveDamage,35/55/999,0,35,55,999,999,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_TwistedFate,Twisted Fate,52 Card Calamity,PhysicalDamage,230/350/9999,0.4,230,350,9999,9999,0.4,0.4
Set 15,15,base,TFTSet15,16.4,TFT15_TwistedFate,Twisted Fate,52 Card Calamity,SpellNumEnemies,4/4/20,4,4,4,20,20,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Udyr,Udyr,Blazing Phoenix Stance,ADDamage,35/50/80,0,35,50,80,110,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Udyr,Udyr,Blazing Phoenix Stance,BurnDuration,4,4,4,4,4,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Udyr,Udyr,Blazing Phoenix Stance,Healing,150/190/250,0,150,190,250,300,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Udyr,Udyr,Blazing Phoenix Stance,NumAttacks,3,3,3,3,3,3,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,ASFormulaMod,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,ASPerBonusArrow,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,AllySoulMana,3,3,3,3,3,3,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,ArrowsPerLaunchAttack,3,3,3,3,3,3,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,BaseArrowDamageAD,90/135/666,75,90,135,666,2000,1.4,1.4
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,BaseArrowDamageAP,10/15/200,20,10,15,200,666,666,666
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,BaseArrowsPerSecond,3,3,3,3,3,3,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,EnemySoulMana,5,5,5,5,5,5,5,5
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,ManaPerArrow,12/12/6,10,12,12,6,10,10,10
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,ReducedDamagePerTargetHit,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Set 15,15,base,TFTSet15,16.4,TFT15_Varus,Varus,Level Zero: 100 Shot Demon,ShadowMinionBonusHealth,2000,2000,2000,2000,2000,2000,2000,2000
Set 15,15,base,TFTSet15,16.4,TFT15_Vi,Vi,Shining Knuckle Explosion,ArmorPerComponent,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Vi,Vi,Shining Knuckle Explosion,ArmorShredDuration,4,4,4,4,4,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Vi,Vi,Shining Knuckle Explosion,ArmorShredPercent,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Set 15,15,base,TFTSet15,16.4,TFT15_Vi,Vi,Shining Knuckle Explosion,BaseHeal,230/280/330,0,230,280,330,420,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Vi,Vi,Shining Knuckle Explosion,Damage,150/225/350,3,150,225,350,540,3,3
Set 15,15,base,TFTSet15,16.4,TFT15_Viego,Viego,Combo of the Ruined King,ComboDamage,100/150/270,100,100,150,270,390,100,100
Set 15,15,base,TFTSet15,16.4,TFT15_Viego,Viego,Combo of the Ruined King,FinalComboDamage,210/315/560,0.1,210,315,560,805,0.1,0.1
Set 15,15,base,TFTSet15,16.4,TFT15_Viego,Viego,Combo of the Ruined King,PassiveADDamage,1,1,1,1,1,1,1,1
Set 15,15,base,TFTSet15,16.4,TFT15_Viego,Viego,Combo of the Ruined King,PassiveAPDamage,30/45/80,30,30,45,80,115,95,95
Set 15,15,base,TFTSet15,16.4,TFT15_Viego,Viego,Combo of the Ruined King,PercentMaxHealthPhysDamage,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Set 15,15,base,TFTSet15,16.4,TFT15_Volibear,Volibear,Ursine Instinct,ADDamage,125/190/750,0,125,190,750,1310,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Volibear,Volibear,Ursine Instinct,AttackSpeed,1.25/1.25/5,0,1.25,1.25,5,4,0,0
Set 15,15,base,TFTSet15,16.4,TFT15_Volibear,Volibear,Ursine Instinct,AttacksToSlam,4,4,4,4,4,4,4,4
Set 15,15,base,TFTSet15,16.4,TFT15_Volibear,Volibear,Ursine Instinct,Duration,5,5,5,5,5,5,5,5
Set 15,15,base,TFTSet15,16.4,TFT15_Volibear,Volibear,Ursine Instinct,Omnivamp,0.1/0.1/0.25,0.15,0.1,0.1,0.25,0.3,0.15,0.15
Set 15,15,base,TFTSet15,16.4,TFT15_Volibear,Volibear,Ursine Instinct,TargetChangePercent,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Set 15,15,base,TFTSet15,16.4,TFT15_Xayah,Xayah,Sharp Feathers Shine,AdditionalTargets,2,2,2,2,2,2,2,2
Set 15,15,base,TFTSet15,16.4,TFT15_Xayah,Xayah,Sharp Feathers Shine,AttackNum,3,3,3,3,3,3,3,3
